j6029_9.sm ; 7700147 ; 44 ; 114 ; 4400114 ; 2725.644 ; j6029_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6029_10.sm ; 9300163 ; 52 ; 122 ; 5200122 ; 2790.087 ; j6029_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6030_2.sm ; 2800093 ; 5 ; 70 ; 500070 ; 3135.864 ; j6030_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6041_5.sm ; 8900156 ; 50 ; 117 ; 5000117 ; 2851.773 ; j6041_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6041_10.sm ; 7400145 ; 41 ; 112 ; 4100112 ; 2743.769 ; j6041_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_1.sm ; 5100122 ; 27 ; 98 ; 2700098 ; 2721.449 ; j6045_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_2.sm ; 10900187 ; 68 ; 146 ; 6800146 ; 3594.006 ; j6045_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_3.sm ; 10300189 ; 58 ; 144 ; 5800144 ; 2883.832 ; j6045_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_4.sm ; 8300143 ; 49 ; 109 ; 4900109 ; 2743.136 ; j6045_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_5.sm ; 7800138 ; 47 ; 107 ; 4700107 ; 2831.864 ; j6045_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_6.sm ; 10800188 ; 67 ; 147 ; 6700147 ; 3454.388 ; j6045_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_7.sm ; 7100145 ; 48 ; 122 ; 4800122 ; 3699.171 ; j6045_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_8.sm ; 10100180 ; 52 ; 131 ; 5200131 ; 2817.614 ; j6045_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_9.sm ; 8100159 ; 48 ; 126 ; 4800126 ; 2968.840 ; j6045_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6045_10.sm ; 8200143 ; 54 ; 115 ; 5400115 ; 3134.599 ; j6045_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_1.sm ; 2300101 ; 23 ; 101 ; 2300101 ; 1.335 ; j6046_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_2.sm ; 2300101 ; 23 ; 101 ; 2300101 ; 1.208 ; j6046_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_3.sm ; 2900108 ; 29 ; 108 ; 2900108 ; 1.528 ; j6046_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_4.sm ; 2200093 ; 22 ; 93 ; 2200093 ; 2.081 ; j6046_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_5.sm ; 3000112 ; 30 ; 112 ; 3000112 ; 4.263 ; j6046_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_6.sm ; 2300110 ; 23 ; 110 ; 2300110 ; 1.384 ; j6046_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_7.sm ; 2600101 ; 26 ; 101 ; 2600101 ; 1.407 ; j6046_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_8.sm ; 2800100 ; 28 ; 100 ; 2800100 ; 2.181 ; j6046_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_9.sm ; 2600086 ; 26 ; 86 ; 2600086 ; 13.337 ; j6046_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6046_10.sm ; 4100120 ; 27 ; 106 ; 2700106 ; 2.539 ; j6046_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_1.sm ; 100076 ; 1 ; 76 ; 100076 ; 0.900 ; j6047_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_2.sm ; 400070 ; 4 ; 70 ; 400070 ; 0.999 ; j6047_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_3.sm ; 1400083 ; 14 ; 83 ; 1400083 ; 1.346 ; j6047_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_4.sm ; 500081 ; 5 ; 81 ; 500081 ; 0.879 ; j6047_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_5.sm ; 700094 ; 7 ; 94 ; 700094 ; 0.795 ; j6047_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_6.sm ; 700083 ; 7 ; 83 ; 700083 ; 0.875 ; j6047_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_7.sm ; 900077 ; 9 ; 77 ; 900077 ; 1.077 ; j6047_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_8.sm ; 1200083 ; 12 ; 83 ; 1200083 ; 1.203 ; j6047_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_9.sm ; 1400090 ; 14 ; 90 ; 1400090 ; 0.952 ; j6047_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6047_10.sm ; 1400080 ; 14 ; 80 ; 1400080 ; 1.304 ; j6047_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_1.sm ; 71 ; 0 ; 71 ; 71 ; 0.752 ; j6048_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_2.sm ; 87 ; 0 ; 87 ; 87 ; 0.459 ; j6048_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_3.sm ; 84 ; 0 ; 84 ; 84 ; 0.706 ; j6048_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_4.sm ; 400066 ; 4 ; 66 ; 400066 ; 0.652 ; j6048_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_5.sm ; 101 ; 0 ; 101 ; 101 ; 0.344 ; j6048_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_6.sm ; 66 ; 0 ; 66 ; 66 ; 0.819 ; j6048_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_7.sm ; 300080 ; 3 ; 80 ; 300080 ; 0.527 ; j6048_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_8.sm ; 100089 ; 1 ; 89 ; 100089 ; 0.594 ; j6048_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_9.sm ; 82 ; 0 ; 82 ; 82 ; 0.547 ; j6048_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j6048_10.sm ; 500075 ; 5 ; 75 ; 500075 ; 0.796 ; j6048_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j905_3.sm ; 6200124 ; 28 ; 90 ; 2800090 ; 2756.797 ; j905_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j905_4.sm ; 8200172 ; 15 ; 105 ; 1500105 ; 2770.665 ; j905_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j905_5.sm ; 8700166 ; 36 ; 115 ; 3600115 ; 2774.913 ; j905_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j905_6.sm ; 5100126 ; 14 ; 89 ; 1400089 ; 2730.349 ; j905_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j905_7.sm ; 8100160 ; 30 ; 109 ; 3000109 ; 2725.907 ; j905_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j905_8.sm ; 7500150 ; 31 ; 106 ; 3100106 ; 2742.453 ; j905_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j905_9.sm ; 9200186 ; 25 ; 119 ; 2500119 ; 2786.199 ; j905_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j905_10.sm ; 6100139 ; 21 ; 99 ; 2100099 ; 2736.479 ; j905_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_1.sm ; 7800158 ; 30 ; 110 ; 3000110 ; 2818.824 ; j909_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_2.sm ; 9900191 ; 39 ; 131 ; 3900131 ; 2867.003 ; j909_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_3.sm ; 6800135 ; 40 ; 107 ; 4000107 ; 2774.901 ; j909_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_4.sm ; 10900190 ; 51 ; 132 ; 5100132 ; 3305.484 ; j909_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_5.sm ; 12200211 ; 55 ; 144 ; 5500144 ; 2862.465 ; j909_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_6.sm ; 9500183 ; 36 ; 124 ; 3600124 ; 2938.316 ; j909_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_7.sm ; 8400158 ; 40 ; 114 ; 4000114 ; 2856.051 ; j909_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_8.sm ; 9700172 ; 46 ; 121 ; 4600121 ; 2891.666 ; j909_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_9.sm ; 8700164 ; 43 ; 120 ; 4300120 ; 2874.691 ; j909_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j909_10.sm ; 8400161 ; 37 ; 114 ; 3700114 ; 2826.456 ; j909_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_1.sm ; 9600178 ; 60 ; 142 ; 6000142 ; 3074.272 ; j9013_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_2.sm ; 9800175 ; 55 ; 132 ; 5500132 ; 3056.709 ; j9013_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_3.sm ; 8900169 ; 33 ; 113 ; 3300113 ; 2793.388 ; j9013_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_4.sm ; 8100162 ; 37 ; 118 ; 3700118 ; 2813.686 ; j9013_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_5.sm ; 8400163 ; 41 ; 120 ; 4100120 ; 2914.458 ; j9013_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_6.sm ; 9000166 ; 54 ; 130 ; 5400130 ; 2953.320 ; j9013_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_7.sm ; 7800167 ; 41 ; 130 ; 4100130 ; 2959.547 ; j9013_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_8.sm ; 8400143 ; 63 ; 122 ; 6300122 ; 2959.773 ; j9013_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_9.sm ; 8600168 ; 45 ; 127 ; 4500127 ; 2912.820 ; j9013_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9013_10.sm ; 8600156 ; 54 ; 124 ; 5400124 ; 2883.293 ; j9013_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9021_1.sm ; 8100157 ; 37 ; 113 ; 3700113 ; 2863.243 ; j9021_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9021_7.sm ; 6900160 ; 22 ; 113 ; 2200113 ; 2716.946 ; j9021_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9021_8.sm ; 8200167 ; 29 ; 114 ; 2900114 ; 2755.415 ; j9021_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_1.sm ; 7700171 ; 33 ; 127 ; 3300127 ; 2821.869 ; j9025_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_2.sm ; 10300186 ; 52 ; 135 ; 5200135 ; 2966.774 ; j9025_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_3.sm ; 8400161 ; 51 ; 128 ; 5100128 ; 2918.638 ; j9025_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_4.sm ; 8400179 ; 47 ; 142 ; 4700142 ; 2919.414 ; j9025_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_5.sm ; 9700168 ; 48 ; 119 ; 4800119 ; 2820.853 ; j9025_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_6.sm ; 8700166 ; 45 ; 124 ; 4500124 ; 2892.221 ; j9025_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_7.sm ; 10000177 ; 55 ; 132 ; 5500132 ; 3279.797 ; j9025_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_8.sm ; 9200193 ; 44 ; 145 ; 4400145 ; 2806.902 ; j9025_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_9.sm ; 6800148 ; 29 ; 109 ; 2900109 ; 2797.535 ; j9025_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9025_10.sm ; 9700193 ; 38 ; 134 ; 3800134 ; 2873.216 ; j9025_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9026_5.sm ; 3400116 ; 6 ; 88 ; 600088 ; 2707.345 ; j9026_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_1.sm ; 10300199 ; 44 ; 140 ; 4400140 ; 3022.222 ; j9029_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_2.sm ; 8500161 ; 52 ; 128 ; 5200128 ; 2913.239 ; j9029_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_3.sm ; 10700194 ; 62 ; 149 ; 6200149 ; 3022.689 ; j9029_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_4.sm ; 10200189 ; 67 ; 154 ; 6700154 ; 3353.747 ; j9029_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_5.sm ; 7100167 ; 29 ; 125 ; 2900125 ; 2930.618 ; j9029_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_6.sm ; 8300160 ; 52 ; 129 ; 5200129 ; 2921.484 ; j9029_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_7.sm ; 10800211 ; 72 ; 175 ; 7200175 ; 3019.233 ; j9029_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_8.sm ; 10100194 ; 67 ; 160 ; 6700160 ; 2987.810 ; j9029_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_9.sm ; 8600167 ; 50 ; 131 ; 5000131 ; 2889.367 ; j9029_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9029_10.sm ; 8200163 ; 48 ; 129 ; 4800129 ; 3069.066 ; j9029_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9030_9.sm ; 3500117 ; 15 ; 97 ; 1500097 ; 2748.352 ; j9030_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9037_2.sm ; 6300153 ; 27 ; 117 ; 2700117 ; 2747.552 ; j9037_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9037_6.sm ; 8700183 ; 37 ; 133 ; 3700133 ; 2832.568 ; j9037_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_1.sm ; 8000182 ; 42 ; 144 ; 4200144 ; 2860.308 ; j9041_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_2.sm ; 11200220 ; 66 ; 174 ; 6600174 ; 4396.776 ; j9041_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_3.sm ; 12300229 ; 60 ; 166 ; 6000166 ; 3096.377 ; j9041_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_4.sm ; 12600211 ; 73 ; 158 ; 7300158 ; 4210.678 ; j9041_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_5.sm ; 7600165 ; 42 ; 131 ; 4200131 ; 2820.527 ; j9041_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_6.sm ; 9200178 ; 52 ; 138 ; 5200138 ; 3223.897 ; j9041_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_7.sm ; 11500220 ; 58 ; 163 ; 5800163 ; 3245.818 ; j9041_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_8.sm ; 13800246 ; 60 ; 168 ; 6000168 ; 3233.862 ; j9041_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_9.sm ; 8500162 ; 46 ; 123 ; 4600123 ; 2959.860 ; j9041_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9041_10.sm ; 10300208 ; 48 ; 153 ; 4800153 ; 2895.619 ; j9041_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_1.sm ; 10100194 ; 56 ; 149 ; 5600149 ; 3038.982 ; j9045_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_2.sm ; 10000189 ; 63 ; 152 ; 6300152 ; 3138.736 ; j9045_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_3.sm ; 10600207 ; 56 ; 157 ; 5600157 ; 2844.803 ; j9045_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_4.sm ; 10500181 ; 63 ; 139 ; 6300139 ; 4806.200 ; j9045_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_5.sm ; 14300241 ; 81 ; 179 ; 8100179 ; 3855.231 ; j9045_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_6.sm ; 13700243 ; 73 ; 179 ; 7300179 ; 3404.086 ; j9045_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_7.sm ; 8600167 ; 86 ; 167 ; 8600167 ; 3183.342 ; j9045_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_8.sm ; 10700204 ; 76 ; 173 ; 7600173 ; 2040.306 ; j9045_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_9.sm ; 11300209 ; 76 ; 172 ; 7600172 ; 2317.064 ; j9045_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9045_10.sm ; 12800216 ; 86 ; 174 ; 8600174 ; 2815.543 ; j9045_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_1.sm ; 3100134 ; 31 ; 134 ; 3100134 ; 6.359 ; j9046_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_2.sm ; 3400132 ; 34 ; 132 ; 3400132 ; 5.123 ; j9046_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_3.sm ; 3600148 ; 36 ; 148 ; 3600148 ; 4.344 ; j9046_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_4.sm ; 3800126 ; 38 ; 126 ; 3800126 ; 20.140 ; j9046_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_5.sm ; 2200113 ; 22 ; 113 ; 2200113 ; 5.511 ; j9046_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_6.sm ; 3600119 ; 36 ; 119 ; 3600119 ; 5.288 ; j9046_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_7.sm ; 2300112 ; 23 ; 112 ; 2300112 ; 4.834 ; j9046_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_8.sm ; 3300120 ; 33 ; 120 ; 3300120 ; 26.694 ; j9046_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_9.sm ; 3200106 ; 32 ; 106 ; 3200106 ; 252.615 ; j9046_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9046_10.sm ; 1900133 ; 19 ; 133 ; 1900133 ; 3.928 ; j9046_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9047_1.sm ; 1100093 ; 11 ; 93 ; 1100093 ; 3.649 ; j9047_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9047_2.sm ; 1100101 ; 11 ; 101 ; 1100101 ; 3.541 ; j9047_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9047_3.sm ; 2800130 ; 28 ; 130 ; 2800130 ; 4.380 ; j9047_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9047_4.sm ; 1800111 ; 18 ; 111 ; 1800111 ; 4.045 ; j9047_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9047_5.sm ; 1200105 ; 12 ; 105 ; 1200105 ; 4.104 ; j9047_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j9047_6.sm ; 100099 ; 1 ; 99 ; 100099 ; 3.526 ; j9047_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
