j307_8.mm ; 1900052 ; 14 ; 47 ; 1400047 ; 0.730 ; j307_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j308_6.mm ; 2500049 ; 22 ; 46 ; 2200046 ; 3.119 ; j308_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_1.mm ; 1800048 ; 1 ; 31 ; 100031 ; 3.724 ; j309_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_2.mm ; 1400040 ; 1 ; 27 ; 100027 ; 4.342 ; j309_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_3.mm ; 1400045 ; 3 ; 34 ; 300034 ; 6.545 ; j309_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_4.mm ; 1800047 ; 1 ; 30 ; 100030 ; 104.852 ; j309_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_5.mm ; 1500040 ; 2 ; 27 ; 200027 ; 19.097 ; j309_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_6.mm ; 2500051 ; 5 ; 31 ; 500031 ; 2987.432 ; j309_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_7.mm ; 1100046 ; 0 ; 35 ; 35 ; 1.864 ; j309_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_8.mm ; 700032 ; 1 ; 26 ; 100026 ; 29.668 ; j309_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_9.mm ; 1100041 ; 2 ; 32 ; 200032 ; 1.067 ; j309_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j309_10.mm ; 700031 ; 1 ; 25 ; 100025 ; 30.693 ; j309_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_1.mm ; 26 ; 0 ; 26 ; 26 ; 0.214 ; j3010_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_2.mm ; 400032 ; 0 ; 28 ; 28 ; 0.291 ; j3010_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_3.mm ; 300027 ; 0 ; 24 ; 24 ; 0.439 ; j3010_3.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_4.mm ; 300039 ; 0 ; 36 ; 36 ; 0.214 ; j3010_4.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_5.mm ; 700040 ; 0 ; 33 ; 33 ; 1.371 ; j3010_5.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_6.mm ; 300028 ; 0 ; 25 ; 25 ; 1.149 ; j3010_6.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_7.mm ; 22 ; 0 ; 22 ; 22 ; 0.316 ; j3010_7.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_8.mm ; 100032 ; 0 ; 31 ; 31 ; 0.542 ; j3010_8.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_9.mm ; 700045 ; 0 ; 38 ; 38 ; 0.141 ; j3010_9.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3010_10.mm ; 600038 ; 0 ; 32 ; 32 ; 0.632 ; j3010_10.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3011_1.mm ; 35 ; 0 ; 35 ; 35 ; 0.229 ; j3011_1.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
j3011_2.mm ; 300031 ; 0 ; 28 ; 28 ; 0.605 ; j3011_2.sol ; 1700 ; 1000 ; 5000 ; 10000 ; 0.25 ;
