j1201_1.sm ; 3637.460 ; 6 ; 954 ; 5588 ; 8590 ; 2425 ; 70 ; 0.198922 ; 0.0331537 ; 1 ; 0.167 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1206_1.sm ; 4980.736 ; 69 ; 20 ; 11106 ; 11261 ; 361 ; 10 ; 20.1896 ; 0.292603 ; 21 ; 0.304 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1206_2.sm ; 4039.153 ; 63 ; 18 ; 9840 ; 9981 ; 1322 ; 10 ; 18.7752 ; 0.298019 ; 19 ; 0.302 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1206_4.sm ; 3871.322 ; 56 ; 57 ; 9235 ; 9303 ; 1501 ; 9 ; 5.97255 ; 0.106653 ; 6 ; 0.107 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1206_5.sm ; 4183.653 ; 53 ; 14 ; 10561 ; 11940 ; 828 ; 10 ; 18.9267 ; 0.357108 ; 19 ; 0.358 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1206_6.sm ; 5110.280 ; 84 ; 11 ; 10716 ; 10732 ; 621 ; 9 ; 24.193 ; 0.288011 ; 25 ; 0.298 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1206_7.sm ; 4931.428 ; 56 ; 67 ; 10231 ; 10351 ; 957 ; 9 ; 3.26702 ; 0.0583396 ; 4 ; 0.071 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1206_8.sm ; 3642.652 ; 44 ; 45 ; 9477 ; 9527 ; 762 ; 9 ; 5.09172 ; 0.115721 ; 6 ; 0.136 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1206_9.sm ; 6005.395 ; 74 ; 16 ; 11796 ; 11953 ; 513 ; 9 ; 24.7069 ; 0.333877 ; 25 ; 0.338 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1206_10.sm ; 5114.882 ; 79 ; 9 ; 10706 ; 10771 ; 72 ; 10 ; 18.7444 ; 0.237271 ; 19 ; 0.241 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_1.sm ; 4111.102 ; 26 ; 6 ; 6538 ; 21485 ; 648 ; 21 ; 10.3419 ; 0.397766 ; 11 ; 0.423 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_2.sm ; 1687.106 ; 16 ; 15 ; 4622 ; 12639 ; 207 ; 16 ; 2.43574 ; 0.152234 ; 3 ; 0.188 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_3.sm ; 630.203 ; 10 ; 12 ; 3419 ; 6268 ; 37 ; 19 ; 0.242185 ; 0.0242185 ; 1 ; 0.100 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_4.sm ; 3863.701 ; 27 ; 8 ; 7591 ; 18060 ; 253 ; 13 ; 8.23347 ; 0.304943 ; 9 ; 0.333 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_5.sm ; 3996.085 ; 44 ; 19 ; 11009 ; 11692 ; 145 ; 10 ; 11.6068 ; 0.26379 ; 12 ; 0.273 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_6.sm ; 4391.361 ; 28 ; 29 ; 7282 ; 18941 ; 202 ; 11 ; 5.6643 ; 0.202296 ; 6 ; 0.214 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_7.sm ; 3800.896 ; 25 ; 5 ; 6897 ; 17883 ; 129 ; 12 ; 8.97831 ; 0.359132 ; 9 ; 0.360 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_8.sm ; 2968.582 ; 32 ; 3 ; 7469 ; 15103 ; 239 ; 25 ; 12.7888 ; 0.39965 ; 13 ; 0.406 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_9.sm ; 2184.500 ; 10 ; 4 ; 4231 ; 15683 ; 68 ; 59 ; 2.07067 ; 0.207067 ; 3 ; 0.300 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1207_10.sm ; 4110.678 ; 34 ; 14 ; 9367 ; 15258 ; 291 ; 10 ; 8.7209 ; 0.256497 ; 9 ; 0.265 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1208_2.sm ; 778.402 ; 13 ; 3 ; 3617 ; 6951 ; 159 ; 20 ; 2.34056 ; 0.180043 ; 3 ; 0.231 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1208_3.sm ; 2353.702 ; 8 ; 5 ; 3204 ; 10309 ; 337 ; 69 ; 0 ; 0 ; 0 ; 0.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1208_4.sm ; 3613.691 ; 5 ; 38 ; 3418 ; 18611 ; 112 ; 99 ; 0 ; 0 ; 0 ; 0.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1208_5.sm ; 3666.123 ; 13 ; 5 ; 4791 ; 20771 ; 235 ; 41 ; 2.84536 ; 0.218874 ; 3 ; 0.231 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1208_6.sm ; 3617.269 ; 3 ; 189 ; 3836 ; 18173 ; 82 ; 254 ; 0 ; 0 ; 0 ; 0.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1208_9.sm ; 4104.808 ; 11 ; 0 ; 3862 ; 27010 ; 7 ; 22 ; 0 ; 0 ; 0 ; 0.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1208_10.sm ; 1356.262 ; 10 ; 7 ; 3182 ; 13393 ; 30 ; 66 ; 3.35889 ; 0.335889 ; 4 ; 0.400 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j1209_4.sm ; 1149.773 ; 7 ; 7 ; 2177 ; 8453 ; 94 ; 59 ; 0.602569 ; 0.0860813 ; 1 ; 0.143 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j12011_1.sm ; 5514.480 ; 83 ; 7 ; 10600 ; 10561 ; 279 ; 9 ; 17.4315 ; 0.210018 ; 18 ; 0.217 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j12011_2.sm ; 5529.393 ; 80 ; 10 ; 10903 ; 11029 ; 299 ; 10 ; 23.2379 ; 0.290474 ; 24 ; 0.300 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j12011_3.sm ; 4593.093 ; 110 ; 7 ; 8916 ; 8895 ; 172 ; 9 ; 39.3781 ; 0.357983 ; 40 ; 0.364 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j12011_4.sm ; 4215.654 ; 100 ; 6 ; 8691 ; 8657 ; 314 ; 8 ; 26.1635 ; 0.261635 ; 27 ; 0.270 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j12011_5.sm ; 5440.225 ; 114 ; 8 ; 9233 ; 9288 ; 289 ; 9 ; 31.147 ; 0.273219 ; 32 ; 0.281 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
