j301_1.mm ; 0.075 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j301_2.mm ; 0.057 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j301_3.mm ; 0.066 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j301_4.mm ; 0.051 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j301_5.mm ; 0.041 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j301_6.mm ; 0.045 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j301_7.mm ; 0.027 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j301_8.mm ; 0.036 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j301_9.mm ; 0.027 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j301_10.mm ; 0.024 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_1.mm ; 0.045 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_2.mm ; 0.028 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_3.mm ; 0.025 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_4.mm ; 0.040 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_5.mm ; 0.048 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_6.mm ; 0.033 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_7.mm ; 0.022 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_8.mm ; 0.040 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_9.mm ; 0.051 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j302_10.mm ; 0.080 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_1.mm ; 0.033 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_2.mm ; 0.043 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_3.mm ; 0.038 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_4.mm ; 0.056 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_5.mm ; 0.039 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_6.mm ; 0.033 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_7.mm ; 0.039 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_8.mm ; 0.033 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_9.mm ; 0.067 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j303_10.mm ; 0.035 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j304_1.mm ; 0.030 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j304_2.mm ; 0.025 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
j304_3.mm ; 0.035 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; -1 ; 0 ; 0 ; -1.000 ; 1 ; 0.5 ; 0.2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;
