c15.mm ; 640 ;
c151_1.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 46.560 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_1.mm_best.sol ; - ;
c151_2.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 7.340 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_2.mm_best.sol ; - ;
c151_3.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 3.400 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_3.mm_best.sol ; - ;
c151_4.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 104.060 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_4.mm_best.sol ; - ;
c151_5.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 0.030 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_5.mm_best.sol ; - ;
c151_6.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 14.970 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_6.mm_best.sol ; - ;
c151_7.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 9.440 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_7.mm_best.sol ; - ;
c151_8.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 0.030 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_8.mm_best.sol ; - ;
c151_9.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 21.540 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_9.mm_best.sol ; - ;
c151_10.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 28.310 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c151_10.mm_best.sol ; - ;
c152_1.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 4.150 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_1.mm_best.sol ; - ;
c152_2.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 11.530 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_2.mm_best.sol ; - ;
c152_3.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 24.190 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_3.mm_best.sol ; - ;
c152_4.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 26.380 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_4.mm_best.sol ; - ;
c152_5.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 0.530 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_5.mm_best.sol ; - ;
c152_6.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 165.090 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_6.mm_best.sol ; - ;
c152_7.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 41.440 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_7.mm_best.sol ; - ;
c152_8.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 12.030 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_8.mm_best.sol ; - ;
c152_9.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 2.590 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_9.mm_best.sol ; - ;
c152_10.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 3.970 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c152_10.mm_best.sol ; - ;
c153_1.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 2.870 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_1.mm_best.sol ; - ;
c153_2.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 11.720 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_2.mm_best.sol ; - ;
c153_3.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 28.340 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_3.mm_best.sol ; - ;
c153_4.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 3.370 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_4.mm_best.sol ; - ;
c153_5.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 2.650 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_5.mm_best.sol ; - ;
c153_6.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 8.180 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_6.mm_best.sol ; - ;
c153_7.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 47.150 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_7.mm_best.sol ; - ;
c153_8.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 1.750 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_8.mm_best.sol ; - ;
c153_9.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 2.220 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_9.mm_best.sol ; - ;
c153_10.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 11.570 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c153_10.mm_best.sol ; - ;
c154_1.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 9.720 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c154_1.mm_best.sol ; - ;
c154_2.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 11.870 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c154_2.mm_best.sol ; - ;
c154_3.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; 34 ; 11.000 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c154_3.mm_best.sol ; f ;
c154_4.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 2.310 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c154_4.mm_best.sol ; - ;
c154_5.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 4.320 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c154_5.mm_best.sol ; - ;
c154_6.mm ; -1 ; -1.000 ; -1.0000 ; -1 ; -1.000 ; -1 ; 17.030 ; -1 ; -1 ; -1 ; yes ; -1.000 ; -1.000 ; -1.000 ; - - ; - - ; c154_6.mm_best.sol ; - ;
