A ; 10 ;
B-5 ; 81200253 ; 300.000 ; -1 ; -1 ; -1 ; 80700245 ; 300.000 ; -1 ; -1 ; -1 ; - ; 0.994 ; -1 ; -1 ; lslahc 0096 ; - - ; B-5_best.sol ; f ;
B-6 ; 87700222 ; 300.000 ; -1 ; -1 ; -1 ; 90500225 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.032 ; -1 ; -1 ; lslahc 0127 ; - - ; B-6_best.sol ; f ;
B-7 ; 79300229 ; 300.000 ; -1 ; -1 ; -1 ; 78200225 ; 300.000 ; -1 ; -1 ; -1 ; - ; 0.986 ; -1 ; -1 ; lslahc 0133 ; - - ; B-7_best.sol ; f ;
B-8 ; 286500520 ; 300.000 ; -1 ; -1 ; -1 ; 297400541 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.038 ; -1 ; -1 ; lslahc 0118 ; - - ; B-8_best.sol ; f ;
B-9 ; 396700732 ; 300.000 ; -1 ; -1 ; -1 ; 406200738 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.024 ; -1 ; -1 ; lslahc 0095 ; - - ; B-9_best.sol ; f ;
B-10 ; 296700439 ; 300.000 ; -1 ; -1 ; -1 ; 305000448 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.028 ; -1 ; -1 ; lslahc 0091 ; - - ; B-10_best.sol ; f ;
X ; 10 ;
X-1 ; 38900141 ; 300.000 ; -1 ; -1 ; -1 ; 38600137 ; 300.000 ; -1 ; -1 ; -1 ; - ; 0.992 ; -1 ; -1 ; lslahc 0094 ; - - ; X-1_best.sol ; f ;
X-2 ; 34300163 ; 300.000 ; -1 ; -1 ; -1 ; 34500158 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.006 ; -1 ; -1 ; lslahc 0094 ; - - ; X-2_best.sol ; f ;
X-3 ; 30500185 ; 300.000 ; -1 ; -1 ; -1 ; 31000187 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.016 ; -1 ; -1 ; lslahc 0104 ; - - ; X-3_best.sol ; f ;
X-4 ; 90300207 ; 300.000 ; -1 ; -1 ; -1 ; 90700201 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.004 ; -1 ; -1 ; lslahc 0096 ; - - ; X-4_best.sol ; f ;
X-5 ; 171800365 ; 300.000 ; -1 ; -1 ; -1 ; 172700362 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.005 ; -1 ; -1 ; lslahc 0105 ; - - ; X-5_best.sol ; f ;
X-6 ; 67100229 ; 300.000 ; -1 ; -1 ; -1 ; 69000226 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.028 ; -1 ; -1 ; lslahc 0098 ; - - ; X-6_best.sol ; f ;
X-7 ; 84000222 ; 300.000 ; -1 ; -1 ; -1 ; 83100220 ; 300.000 ; -1 ; -1 ; -1 ; - ; 0.989 ; -1 ; -1 ; lslahc 0113 ; - - ; X-7_best.sol ; f ;
X-8 ; 118100281 ; 300.000 ; -1 ; -1 ; -1 ; 120100279 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.017 ; -1 ; -1 ; lslahc 0096 ; - - ; X-8_best.sol ; f ;
X-9 ; 308400626 ; 300.000 ; -1 ; -1 ; -1 ; 315500632 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.023 ; -1 ; -1 ; lslahc 0122 ; - - ; X-9_best.sol ; f ;
X-10 ; 155700376 ; 300.000 ; -1 ; -1 ; -1 ; 157300383 ; 300.000 ; -1 ; -1 ; -1 ; - ; 1.010 ; -1 ; -1 ; lslahc 0151 ; - - ; X-10_best.sol ; f ;
[end] ; 0 ;
